Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,84,96,101,114,92.5,105.0,0,tracked object
Object 36,113,94,145,123,129.0,108.5,0,tracked object
Object 40,37,91,56,108,46.5,99.5,0,tracked object
Object 48,85,44,102,59,93.5,51.5,0,tracked object
Object 43,127,62,142,77,134.5,69.5,0,tracked object
Object 76,28,56,49,66,38.5,61.0,0,tracked object
Object 80,176,102,191,119,183.5,110.5,0,tracked object
Object 81,133,21,145,33,139.0,27.0,0,tracked object
Object 82,172,48,189,62,180.5,55.0,0,tracked object
Object 84,73,154,57,167,65.0,160.5,0,tracked object
Object 83,240,8,226,72,233.0,40.0,0,tracked object
