Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 319,31,36,51,47,41.0,41.5,0,tracked object
Object 282,36,76,54,93,45.0,84.5,0,tracked object
Object 323,49,147,67,162,58.0,154.5,0,tracked object
Object 281,83,86,103,107,93.0,96.5,0,tracked object
Object 318,91,22,112,41,101.5,31.5,0,tracked object
Object 303,116,91,159,125,137.5,108.0,0,tracked object
Object 317,140,49,161,68,150.5,58.5,0,tracked object
Object 320,155,0,170,12,162.5,6.0,0,tracked object
Object 325,200,110,221,133,210.5,121.5,0,tracked object
Object 324,205,34,229,54,217.0,44.0,0,tracked object
