Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 165,14,75,29,96,21.5,85.5,0,tracked object
Object 124,59,22,77,46,68.0,34.0,0,tracked object
Object 13,76,73,94,92,85.0,82.5,0,tracked object
Object 36,85,108,122,129,103.5,118.5,0,tracked object
Object 160,97,0,111,16,104.0,8.0,0,tracked object
Object 163,121,157,137,172,129.0,164.5,0,tracked object
Object 135,132,47,149,65,140.5,56.0,0,tracked object
Object 99,135,95,151,111,143.0,103.0,0,tracked object
Object 162,173,125,183,144,178.0,134.5,0,tracked object
Object 156,180,78,192,92,186.0,85.0,0,tracked object
Object 164,203,148,240,180,221.5,164.0,0,tracked object
