Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 125,68,130,87,146,77.5,138.0,0,tracked object
Object 124,73,56,93,75,83.0,65.5,0,tracked object
Object 126,76,15,101,29,88.5,22.0,0,tracked object
Object 13,119,82,140,100,129.5,91.0,0,tracked object
Object 118,143,26,166,44,154.5,35.0,0,tracked object
Object 36,148,101,188,124,168.0,112.5,0,tracked object
Object 99,182,64,200,82,191.0,73.0,0,tracked object
Object 117,207,22,220,39,213.5,30.5,0,tracked object
Object 122,212,128,228,145,220.0,136.5,0,tracked object
Object 128,235,68,240,79,237.5,73.5,0,new object
