Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,165,124,201,137,183.0,130.5,0,tracked object
Object 99,206,93,221,110,213.5,101.5,0,tracked object
Object 13,144,91,162,110,153.0,100.5,0,tracked object
Object 124,109,54,129,75,119.0,64.5,0,tracked object
Object 135,185,50,201,67,193.0,58.5,0,tracked object
Object 141,126,18,147,36,136.5,27.0,0,tracked object
Object 148,85,119,104,137,94.5,128.0,0,tracked object
Object 152,214,157,230,174,222.0,165.5,0,tracked object
Object 153,0,151,41,180,20.5,165.5,0,new object
Object 154,0,71,12,109,6.0,90.0,0,new object
Object 155,0,0,28,54,14.0,27.0,0,new object
