Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,47,91,69,112,58.0,101.5,0,tracked object
Object 148,47,175,58,180,52.5,177.5,0,tracked object
Object 141,50,43,76,59,63.0,51.0,0,tracked object
Object 13,100,119,124,140,112.0,129.5,0,tracked object
Object 135,127,50,151,72,139.0,61.0,0,tracked object
Object 36,136,138,183,167,159.5,152.5,0,tracked object
Object 99,174,94,194,114,184.0,104.0,0,tracked object
Object 146,200,41,214,60,207.0,50.5,0,tracked object
Object 147,214,163,232,180,223.0,171.5,0,tracked object
Object 149,235,92,240,105,237.5,98.5,0,new object
