Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,19,84,41,106,30.0,95.0,0,tracked object
Object 134,20,33,47,49,33.5,41.0,0,tracked object
Object 131,25,170,46,180,35.5,175.0,0,tracked object
Object 13,75,110,99,132,87.0,121.0,0,tracked object
Object 135,100,38,125,61,112.5,49.5,0,tracked object
Object 36,112,127,159,157,135.5,142.0,0,tracked object
Object 99,149,81,170,102,159.5,91.5,0,tracked object
Object 136,176,27,190,46,183.0,36.5,0,tracked object
Object 132,192,150,210,170,201.0,160.0,0,tracked object
Object 133,213,78,231,100,222.0,89.0,0,tracked object
