Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,60,82,85,108,72.5,95.0,0,tracked object
Object 282,18,40,38,64,28.0,52.0,0,tracked object
Object 303,93,126,150,146,121.5,136.0,0,tracked object
Object 317,153,73,179,101,166.0,87.0,0,tracked object
Object 323,7,126,24,148,15.5,137.0,0,tracked object
Object 325,183,173,204,180,193.5,176.5,0,tracked object
Object 326,110,9,139,37,124.5,23.0,0,tracked object
Object 327,207,16,228,41,217.5,28.5,0,tracked object
Object 328,37,0,57,7,47.0,3.5,0,new object
Object 324,236,90,240,113,238.0,101.5,0,tracked object
