Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,88,86,101,100,94.5,93.0,0,tracked object
Object 194,49,73,64,88,56.5,80.5,0,tracked object
Object 199,12,121,29,135,20.5,128.0,0,tracked object
Object 201,81,115,107,143,94.0,129.0,0,tracked object
Object 216,0,89,19,98,9.5,93.5,0,tracked object
Object 217,55,122,69,137,62.0,129.5,0,tracked object
Object 219,90,47,101,59,95.5,53.0,0,tracked object
Object 220,127,68,143,78,135.0,73.0,0,tracked object
Object 221,136,117,150,132,143.0,124.5,0,tracked object
Object 223,177,24,240,122,208.5,73.0,0,tracked object
Object 224,35,176,51,180,43.0,178.0,0,tracked object
Object 225,222,167,240,180,231.0,173.5,0,tracked object
