Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,41,37,61,49,51.0,43.0,0,tracked object
Object 226,44,76,61,92,52.5,84.0,0,tracked object
Object 235,52,140,68,153,60.0,146.5,0,tracked object
Object 217,86,92,104,110,95.0,101.0,0,tracked object
Object 194,100,34,119,52,109.5,43.0,0,tracked object
Object 201,115,106,154,131,134.5,118.5,0,tracked object
Object 99,142,67,161,85,151.5,76.0,0,tracked object
Object 232,164,16,179,33,171.5,24.5,0,tracked object
Object 234,187,128,206,147,196.5,137.5,0,tracked object
Object 233,204,61,226,82,215.0,71.5,0,tracked object
