Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 134,29,31,52,43,40.5,37.0,0,tracked object
Object 124,31,71,50,89,40.5,80.0,0,tracked object
Object 131,38,145,57,160,47.5,152.5,0,tracked object
Object 13,79,86,99,106,89.0,96.0,0,tracked object
Object 135,94,28,114,45,104.0,36.5,0,tracked object
Object 36,111,95,150,124,130.5,109.5,0,tracked object
Object 99,137,58,154,75,145.5,66.5,0,tracked object
Object 136,154,13,166,28,160.0,20.5,0,tracked object
Object 132,182,114,198,133,190.0,123.5,0,tracked object
Object 133,191,52,209,69,200.0,60.5,0,tracked object
