Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,156,85,190,109,173.0,97.0,0,tracked object
Object 99,181,53,196,68,188.5,60.5,0,tracked object
Object 13,128,74,146,91,137.0,82.5,0,tracked object
Object 124,85,59,103,74,94.0,66.5,0,tracked object
Object 135,143,23,162,38,152.5,30.5,0,tracked object
Object 141,82,23,104,34,93.0,28.5,0,tracked object
Object 148,88,123,105,136,96.5,129.5,0,tracked object
Object 152,216,106,231,123,223.5,114.5,0,tracked object
Object 154,0,115,12,180,6.0,147.5,0,tracked object
Object 156,197,12,209,27,203.0,19.5,0,tracked object
Object 157,228,49,240,65,234.0,57.0,0,tracked object
