Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 216,10,36,30,46,20.0,41.0,0,tracked object
Object 199,18,70,36,85,27.0,77.5,0,tracked object
Object 224,35,130,52,141,43.5,135.5,0,tracked object
Object 217,63,74,78,91,70.5,82.5,0,tracked object
Object 194,65,24,82,40,73.5,32.0,0,tracked object
Object 201,90,73,120,101,105.0,87.0,0,tracked object
Object 99,104,43,118,57,111.0,50.0,0,tracked object
Object 219,113,3,123,16,118.0,9.5,0,tracked object
Object 220,147,30,164,43,155.5,36.5,0,tracked object
Object 221,149,82,163,97,156.0,89.5,0,tracked object
Object 225,176,154,240,179,208.0,166.5,0,tracked object
Object 223,205,0,240,99,222.5,49.5,0,tracked object
