Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,114,113,151,124,132.5,118.5,0,tracked object
Object 99,159,83,175,100,167.0,91.5,0,tracked object
Object 135,140,38,160,57,150.0,47.5,0,tracked object
Object 156,200,52,214,69,207.0,60.5,0,tracked object
Object 173,92,82,111,100,101.5,91.0,0,tracked object
Object 175,206,100,217,118,211.5,109.0,0,tracked object
Object 176,35,108,53,125,44.0,116.5,0,tracked object
Object 181,206,146,240,180,223.0,163.0,0,tracked object
Object 182,163,142,178,155,170.5,148.5,0,tracked object
Object 184,55,41,76,64,65.5,52.5,0,tracked object
Object 185,75,0,99,20,87.0,10.0,0,tracked object
Object 183,0,163,38,180,19.0,171.5,0,tracked object
