Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,142,140,179,152,160.5,146.0,0,tracked object
Object 99,182,108,198,125,190.0,116.5,0,tracked object
Object 135,156,65,175,84,165.5,74.5,0,tracked object
Object 156,218,71,231,88,224.5,79.5,0,tracked object
Object 170,96,39,117,56,106.5,47.5,0,tracked object
Object 172,84,77,102,97,93.0,87.0,0,tracked object
Object 173,120,111,137,128,128.5,119.5,0,tracked object
Object 175,233,121,240,136,236.5,128.5,0,tracked object
Object 176,70,138,86,154,78.0,146.0,0,tracked object
Object 177,195,170,212,180,203.5,175.0,0,tracked object
Object 179,0,160,25,180,12.5,170.0,0,tracked object
Object 180,0,0,20,45,10.0,22.5,0,new object
