Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,161,31,180,15.5,170.5,0,tracked object
Object 176,46,120,62,136,54.0,128.0,0,tracked object
Object 184,67,65,85,85,76.0,75.0,0,tracked object
Object 185,87,29,106,49,96.5,39.0,0,tracked object
Object 173,97,101,113,117,105.0,109.0,0,tracked object
Object 36,115,129,147,139,131.0,134.0,0,tracked object
Object 135,140,66,156,83,148.0,74.5,0,tracked object
Object 99,155,106,169,120,162.0,113.0,0,tracked object
Object 182,157,156,171,168,164.0,162.0,0,tracked object
Object 156,192,79,204,93,198.0,86.0,0,tracked object
Object 175,196,120,207,136,201.5,128.0,0,tracked object
Object 181,212,151,240,180,226.0,165.5,0,tracked object
