Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,55,56,75,67,65.0,61.5,0,tracked object
Object 40,59,92,77,108,68.0,100.0,0,tracked object
Object 71,69,156,85,169,77.0,162.5,0,tracked object
Object 13,103,104,120,122,111.5,113.0,0,tracked object
Object 48,112,49,130,67,121.0,58.0,0,tracked object
Object 36,132,111,168,139,150.0,125.0,0,tracked object
Object 43,154,75,171,91,162.5,83.0,0,tracked object
Object 70,168,29,180,44,174.0,36.5,0,tracked object
Object 72,201,128,218,146,209.5,137.0,0,tracked object
Object 73,207,64,228,82,217.5,73.0,0,tracked object
