Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,37,34,57,45,47.0,39.5,0,tracked object
Object 124,42,70,59,85,50.5,77.5,0,tracked object
Object 148,53,132,69,144,61.0,138.0,0,tracked object
Object 13,86,80,103,97,94.5,88.5,0,tracked object
Object 135,94,28,112,43,103.0,35.5,0,tracked object
Object 36,113,86,148,111,130.5,98.5,0,tracked object
Object 99,135,53,150,67,142.5,60.0,0,tracked object
Object 156,149,9,161,23,155.0,16.0,0,tracked object
Object 152,177,101,193,117,185.0,109.0,0,tracked object
Object 157,185,43,203,59,194.0,51.0,0,tracked object
