Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 84,27,106,44,124,35.5,115.0,0,tracked object
Object 40,51,45,68,64,59.5,54.5,0,tracked object
Object 76,70,13,88,29,79.0,21.0,0,tracked object
Object 13,80,80,97,97,88.5,88.5,0,tracked object
Object 36,100,111,135,123,117.5,117.0,0,tracked object
Object 48,120,43,136,58,128.0,50.5,0,tracked object
Object 43,139,82,154,98,146.5,90.0,0,tracked object
Object 80,150,145,166,160,158.0,152.5,0,tracked object
Object 81,173,53,184,67,178.5,60.0,0,tracked object
Object 82,186,98,198,117,192.0,107.5,0,tracked object
Object 86,213,136,240,180,226.5,158.0,0,tracked object
