Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 115,5,92,20,113,12.5,102.5,0,tracked object
Object 114,31,26,48,48,39.5,37.0,0,tracked object
Object 13,58,68,77,90,67.5,79.0,0,tracked object
Object 119,60,0,74,7,67.0,3.5,0,new object
Object 36,78,108,121,126,99.5,117.0,0,tracked object
Object 118,109,24,131,45,120.0,34.5,0,tracked object
Object 99,130,77,149,97,139.5,87.0,0,tracked object
Object 116,137,157,157,176,147.0,166.5,0,tracked object
Object 117,180,42,196,62,188.0,52.0,0,tracked object
Object 107,191,104,207,130,199.0,117.0,0,tracked object
