Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,35,60,54,71,44.5,65.5,0,tracked object
Object 40,37,93,52,107,44.5,100.0,0,tracked object
Object 71,42,150,56,162,49.0,156.0,0,tracked object
Object 13,74,107,89,122,81.5,114.5,0,tracked object
Object 48,86,60,102,75,94.0,67.5,0,tracked object
Object 36,98,116,129,138,113.5,127.0,0,tracked object
Object 43,120,86,134,100,127.0,93.0,0,tracked object
Object 70,136,47,147,60,141.5,53.5,0,tracked object
Object 72,156,133,171,147,163.5,140.0,0,tracked object
Object 73,167,80,183,95,175.0,87.5,0,tracked object
Object 74,223,50,240,160,231.5,105.0,0,tracked object
