Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,98,106,121,126,109.5,116.0,0,tracked object
Object 36,131,119,174,148,152.5,133.5,0,tracked object
Object 40,49,85,69,103,59.0,94.0,0,tracked object
Object 48,119,44,141,63,130.0,53.5,0,tracked object
Object 43,163,80,182,99,172.5,89.5,0,tracked object
Object 76,49,41,73,55,61.0,48.0,0,tracked object
Object 88,220,75,238,97,229.0,86.0,0,tracked object
Object 89,203,140,223,163,213.0,151.5,0,new object
Object 90,184,30,196,49,190.0,39.5,0,tracked object
Object 84,49,161,74,178,61.5,169.5,0,tracked object
