Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,96,146,130,157,113.0,151.5,0,tracked object
Object 99,134,119,149,135,141.5,127.0,0,tracked object
Object 135,115,79,131,95,123.0,87.0,0,tracked object
Object 156,171,89,183,104,177.0,96.5,0,tracked object
Object 170,68,50,84,66,76.0,58.0,0,tracked object
Object 172,52,82,67,101,59.5,91.5,0,tracked object
Object 173,78,117,94,132,86.0,124.5,0,tracked object
Object 175,183,135,196,154,189.5,144.5,0,tracked object
Object 176,33,136,47,152,40.0,144.0,0,tracked object
Object 177,149,179,159,180,154.0,179.5,0,new object
