Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,135,130,175,144,155.0,137.0,0,tracked object
Object 99,179,95,197,114,188.0,104.5,0,tracked object
Object 135,151,47,172,68,161.5,57.5,0,tracked object
Object 156,218,55,233,74,225.5,64.5,0,tracked object
Object 170,85,20,108,38,96.5,29.0,0,tracked object
Object 172,72,62,92,83,82.0,72.5,0,tracked object
Object 173,110,98,130,117,120.0,107.5,0,tracked object
Object 175,234,110,240,122,237.0,116.0,0,tracked object
Object 176,58,129,75,145,66.5,137.0,0,tracked object
Object 177,193,163,211,179,202.0,171.0,0,tracked object
Object 179,0,165,21,180,10.5,172.5,0,tracked object
