Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,10,38,32,51,21.0,44.5,0,tracked object
Object 124,16,83,35,102,25.5,92.5,0,tracked object
Object 137,31,156,49,170,40.0,163.0,0,tracked object
Object 13,65,100,86,121,75.5,110.5,0,tracked object
Object 135,77,29,101,52,89.0,40.5,0,tracked object
Object 36,100,113,146,143,123.0,128.0,0,tracked object
Object 99,130,67,153,88,141.5,77.5,0,tracked object
Object 146,154,4,172,25,163.0,14.5,0,tracked object
Object 142,185,136,207,156,196.0,146.0,0,tracked object
Object 144,204,56,229,81,216.5,68.5,0,tracked object
