Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,102,78,119,97,110.5,87.5,0,tracked object
Object 36,115,113,154,131,134.5,122.0,0,tracked object
Object 40,79,34,97,56,88.0,45.0,0,tracked object
Object 48,152,46,169,64,160.5,55.0,0,tracked object
Object 43,163,93,180,110,171.5,101.5,0,tracked object
Object 76,107,4,124,23,115.5,13.5,0,tracked object
Object 80,159,160,176,176,167.5,168.0,0,tracked object
Object 81,205,70,218,86,211.5,78.0,0,tracked object
Object 82,208,120,219,140,213.5,130.0,0,tracked object
Object 84,42,90,59,110,50.5,100.0,0,tracked object
Object 87,0,153,28,180,14.0,166.5,0,tracked object
