Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,104,44,121,60,112.5,52.0,0,tracked object
Object 194,64,14,83,32,73.5,23.0,0,tracked object
Object 201,79,79,115,108,97.0,93.5,0,tracked object
Object 217,49,70,67,90,58.0,80.0,0,tracked object
Object 219,123,0,135,15,129.0,7.5,0,tracked object
Object 220,158,38,175,55,166.5,46.5,0,tracked object
Object 221,147,98,163,116,155.0,107.0,0,tracked object
Object 223,217,12,240,128,228.5,70.0,0,tracked object
Object 226,4,57,22,75,13.0,66.0,0,tracked object
Object 227,3,18,24,30,13.5,24.0,0,tracked object
Object 228,11,128,30,143,20.5,135.5,0,tracked object
