Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,29,168,51,180,40.0,174.0,0,tracked object
Object 40,32,82,54,103,43.0,92.5,0,tracked object
Object 67,38,33,64,49,51.0,41.0,0,tracked object
Object 13,84,111,109,134,96.5,122.5,0,tracked object
Object 48,115,42,140,64,127.5,53.0,0,tracked object
Object 36,120,134,170,164,145.0,149.0,0,tracked object
Object 43,162,88,183,110,172.5,99.0,0,tracked object
Object 70,192,35,206,54,199.0,44.5,0,tracked object
Object 72,203,163,222,180,212.5,171.5,0,tracked object
Object 73,228,89,240,109,234.0,99.0,0,tracked object
