Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 328,53,46,76,57,64.5,51.5,0,tracked object
Object 282,62,84,82,101,72.0,92.5,0,tracked object
Object 332,79,150,98,162,88.5,156.0,0,tracked object
Object 281,113,91,130,110,121.5,100.5,0,tracked object
Object 326,116,35,135,53,125.5,44.0,0,tracked object
Object 303,143,93,177,122,160.0,107.5,0,tracked object
Object 329,160,59,176,74,168.0,66.5,0,tracked object
Object 330,169,14,181,28,175.0,21.0,0,tracked object
Object 331,206,104,221,121,213.5,112.5,0,tracked object
Object 333,206,46,224,61,215.0,53.5,0,tracked object
