Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 109,12,133,34,156,23.0,144.5,0,tracked object
Object 103,35,51,58,76,46.5,63.5,0,tracked object
Object 40,57,8,80,28,68.5,18.0,0,tracked object
Object 13,78,93,100,115,89.0,104.0,0,tracked object
Object 36,106,128,149,146,127.5,137.0,0,tracked object
Object 48,124,40,145,61,134.5,50.5,0,tracked object
Object 99,152,90,169,109,160.5,99.5,0,tracked object
Object 108,169,162,186,180,177.5,171.0,0,tracked object
Object 106,187,52,199,69,193.0,60.5,0,tracked object
Object 107,204,104,218,125,211.0,114.5,0,tracked object
