Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,26,142,47,160,36.5,151.0,0,tracked object
Object 40,29,61,49,80,39.0,70.5,0,tracked object
Object 54,34,19,58,32,46.0,25.5,0,tracked object
Object 13,78,83,100,104,89.0,93.5,0,tracked object
Object 48,102,25,124,42,113.0,33.5,0,tracked object
Object 36,111,101,154,129,132.5,115.0,0,tracked object
Object 43,145,61,163,79,154.0,70.0,0,tracked object
Object 60,167,18,179,34,173.0,26.0,0,tracked object
Object 64,186,127,203,147,194.5,137.0,0,tracked object
Object 65,201,62,218,82,209.5,72.0,0,tracked object
