Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 312,7,121,27,141,17.0,131.0,0,tracked object
Object 282,26,44,46,65,36.0,54.5,0,tracked object
Object 310,43,4,64,20,53.5,12.0,0,tracked object
Object 281,65,78,87,99,76.0,88.5,0,tracked object
Object 303,93,110,137,129,115.0,119.5,0,tracked object
Object 300,107,26,127,45,117.0,35.5,0,tracked object
Object 301,138,71,156,91,147.0,81.0,0,tracked object
Object 315,162,146,181,165,171.5,155.5,0,tracked object
Object 313,173,32,187,49,180.0,40.5,0,tracked object
Object 314,196,84,212,106,204.0,95.0,0,tracked object
