Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 191,9,100,27,121,18.0,110.5,0,tracked object
Object 190,41,35,60,56,50.5,45.5,0,tracked object
Object 189,67,3,84,20,75.5,11.5,0,tracked object
Object 173,69,76,88,96,78.5,86.0,0,tracked object
Object 36,89,113,130,128,109.5,120.5,0,tracked object
Object 135,118,36,136,53,127.0,44.5,0,tracked object
Object 99,137,82,154,100,145.5,91.0,0,tracked object
Object 193,146,157,165,175,155.5,166.0,0,new object
Object 156,177,53,190,70,183.5,61.5,0,tracked object
Object 186,190,103,203,128,196.5,115.5,0,tracked object
Object 192,230,165,240,180,235.0,172.5,0,new object
