Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,57,137,74,151,65.5,144.0,0,tracked object
Object 40,57,74,74,89,65.5,81.5,0,tracked object
Object 67,58,38,79,50,68.5,44.0,0,tracked object
Object 13,98,92,115,109,106.5,100.5,0,tracked object
Object 48,117,43,134,58,125.5,50.5,0,tracked object
Object 36,124,107,159,129,141.5,118.0,0,tracked object
Object 43,152,74,168,89,160.0,81.5,0,tracked object
Object 70,173,33,185,47,179.0,40.0,0,tracked object
Object 72,186,129,201,145,193.5,137.0,0,tracked object
Object 73,203,72,219,90,211.0,81.0,0,tracked object
