Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 75,50,98,70,117,60.0,107.5,0,tracked object
Object 40,72,28,93,48,82.5,38.0,0,tracked object
Object 76,94,0,111,7,102.5,3.5,0,tracked object
Object 13,110,63,130,83,120.0,73.0,0,tracked object
Object 36,134,96,174,111,154.0,103.5,0,tracked object
Object 48,152,18,170,36,161.0,27.0,0,tracked object
Object 43,178,62,194,80,186.0,71.0,0,tracked object
Object 77,192,132,209,150,200.5,141.0,0,tracked object
Object 79,212,28,224,46,218.0,37.0,0,tracked object
Object 78,228,78,240,101,234.0,89.5,0,tracked object
