Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 54,53,46,77,59,65.0,52.5,0,tracked object
Object 40,56,91,77,110,66.5,100.5,0,tracked object
Object 59,64,169,84,180,74.0,174.5,0,tracked object
Object 13,109,109,132,131,120.5,120.0,0,tracked object
Object 48,124,42,148,62,136.0,52.0,0,tracked object
Object 36,145,121,190,152,167.5,136.5,0,tracked object
Object 43,175,77,196,96,185.5,86.5,0,tracked object
Object 60,194,22,208,40,201.0,31.0,0,tracked object
Object 61,225,141,240,163,232.5,152.0,0,new object
Object 62,237,69,240,82,238.5,75.5,0,new object
