Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,123,110,159,125,141.0,117.5,0,tracked object
Object 99,169,88,184,103,176.5,95.5,0,tracked object
Object 13,108,76,125,95,116.5,85.5,0,tracked object
Object 124,80,29,101,53,90.5,41.0,0,tracked object
Object 132,164,149,179,163,171.5,156.0,0,tracked object
Object 133,209,110,218,128,213.5,119.0,0,tracked object
Object 134,110,0,128,17,119.0,8.5,0,tracked object
Object 135,158,42,176,59,167.0,50.5,0,tracked object
Object 136,209,64,220,79,214.5,71.5,0,tracked object
Object 137,43,92,63,112,53.0,102.0,0,tracked object
Object 138,218,158,240,180,229.0,169.0,0,tracked object
Object 139,0,154,37,180,18.5,167.0,0,new object
