1,1,215,422,34,76,1,1,1
1,2,280,422,40,67,1,1,1
1,3,900,427,47,83,1,1,1
1,4,672,190,31,84,1,1,1
2,1,215,422,34,76,1,1,1
2,2,280,422,40,67,1,1,1
2,3,900,427,47,83,1,1,1
2,4,672,190,31,84,1,1,1
3,1,212,422,34,76,1,1,1
3,2,277,422,40,67,1,1,1
3,3,897,427,47,83,1,1,1
3,4,669,190,31,84,1,1,1
4,1,209,422,34,76,1,1,1
4,2,274,422,40,67,1,1,1
4,3,894,427,47,83,1,1,1
4,4,666,190,31,84,1,1,1
5,1,207,422,34,76,1,1,1
5,2,271,422,40,67,1,1,1
5,3,891,427,47,83,1,1,1
5,4,663,190,31,84,1,1,1
6,1,198,422,40,76,1,1,1
6,2,268,422,40,67,1,1,1
6,3,889,427,47,83,1,1,1
6,4,661,190,31,84,1,1,1
7,1,195,422,39,76,1,1,1
7,2,265,422,40,67,1,1,1
7,3,886,427,47,83,1,1,1
7,4,658,190,31,84,1,1,1
8,1,192,422,39,76,1,1,1
8,2,262,422,40,67,1,1,1
8,3,888,427,42,83,1,1,1
8,4,655,190,31,84,1,1,1
9,1,189,422,39,76,1,1,1
9,2,259,422,40,67,1,1,1
9,3,886,427,42,83,1,1,1
9,4,653,190,31,84,1,1,1
10,1,185,422,40,76,1,1,1
10,2,256,422,40,67,1,1,1
10,3,883,427,42,83,1,1,1
10,4,650,190,31,84,1,1,1
10,5,970,427,20,78,1,1,1
11,1,182,422,40,76,1,1,1
11,2,253,422,40,67,1,1,1
11,3,880,427,42,83,1,1,1
11,4,647,190,31,84,1,1,1
11,5,967,427,23,78,1,1,1
12,1,179,422,39,76,1,1,1
12,2,250,422,40,67,1,1,1
12,3,877,427,42,83,1,1,1
12,4,645,190,31,84,1,1,1
12,5,965,427,25,78,1,1,1
13,1,176,422,39,76,1,1,1
13,2,247,422,40,67,1,1,1
13,3,875,427,42,83,1,1,1
13,4,642,190,31,84,1,1,1
13,5,962,427,28,78,1,1,1
14,1,173,422,39,76,1,1,1
14,2,244,422,40,67,1,1,1
14,3,880,427,34,83,1,1,1
14,4,640,190,31,84,1,1,1
14,5,960,427,30,78,1,1,1
15,1,169,422,40,76,1,1,1
15,2,241,422,40,67,1,1,1
15,3,877,427,34,83,1,1,1
15,4,638,190,31,84,1,1,1
15,5,958,427,32,78,1,1,1
16,1,166,422,40,76,1,1,1
16,2,238,422,40,67,1,1,1
16,3,875,427,34,83,1,1,1
16,4,637,190,31,84,1,1,1
16,5,955,427,32,78,1,1,1
17,1,163,422,39,76,1,1,1
17,2,235,422,40,67,1,1,1
17,3,872,427,34,83,1,1,1
17,4,635,190,31,84,1,1,1
17,5,953,427,32,78,1,1,1
18,1,160,422,39,76,1,1,1
18,2,232,422,40,67,1,1,1
18,3,869,427,34,83,1,1,1
18,4,634,190,31,84,1,1,1
18,5,950,427,32,78,1,1,1
19,1,157,422,39,76,1,1,1
19,2,229,422,40,67,1,1,1
19,3,867,427,34,83,1,1,1
19,4,633,190,31,84,1,1,1
19,5,948,427,32,78,1,1,1
20,1,153,422,40,76,1,1,1
20,2,226,422,40,67,1,1,1
20,3,864,427,34,83,1,1,1
20,4,632,190,31,84,1,1,1
20,5,946,427,32,78,1,1,1
21,1,150,422,40,76,1,1,1
21,2,223,422,40,67,1,1,1
21,3,861,427,34,83,1,1,1
21,4,631,190,31,84,1,1,1
21,5,943,427,32,78,1,1,1
22,1,147,422,39,76,1,1,1
22,2,220,422,40,67,1,1,1
22,3,858,427,34,83,1,1,1
22,4,631,190,31,84,1,1,1
22,5,941,427,32,78,1,1,1
23,1,144,422,39,76,1,1,1
23,2,217,422,40,67,1,1,1
23,3,856,427,34,83,1,1,1
23,4,627,190,31,84,1,1,1
23,5,938,427,32,78,1,1,1
24,1,141,422,39,76,1,1,1
24,2,214,422,40,67,1,1,1
24,3,853,427,34,83,1,1,1
24,4,624,190,31,84,1,1,1
24,5,936,427,32,78,1,1,1
25,1,137,422,40,76,1,1,1
25,2,211,422,40,67,1,1,1
25,3,850,427,34,83,1,1,1
25,4,622,190,31,84,1,1,1
25,5,934,427,32,78,1,1,1
26,1,134,422,35,76,1,1,1
26,2,208,422,40,67,1,1,1
26,3,848,427,34,83,1,1,1
26,4,619,190,31,84,1,1,1
26,5,931,427,32,78,1,1,1
27,1,132,422,38,76,1,1,1
27,2,205,422,40,67,1,1,1
27,3,837,427,42,83,1,1,1
27,4,624,190,25,84,1,1,1
27,5,929,427,32,78,1,1,1
28,1,130,422,38,76,1,1,1
28,2,202,422,40,67,1,1,1
28,3,834,427,42,83,1,1,1
28,4,622,190,25,84,1,1,1
28,5,926,427,32,78,1,1,1
29,1,128,422,38,76,1,1,1
29,2,199,422,40,67,1,1,1
29,3,832,427,42,83,1,1,1
29,4,619,190,25,84,1,1,1
29,5,924,427,32,78,1,1,1
30,1,120,422,44,76,1,1,1
30,2,196,422,40,67,1,1,1
30,3,811,427,60,83,1,1,1
30,4,617,190,25,84,1,1,1
30,5,921,427,32,78,1,1,1
31,1,118,422,44,76,1,1,1
31,2,193,422,40,67,1,1,1
31,3,808,427,60,83,1,1,1
31,4,614,190,25,84,1,1,1
31,5,919,427,32,78,1,1,1
32,1,116,422,43,76,1,1,1
32,2,190,422,40,67,1,1,1
32,3,805,427,60,83,1,1,1
32,4,611,190,25,84,1,1,1
32,5,916,427,32,78,1,1,1
33,1,114,422,43,76,1,1,1
33,2,187,422,40,67,1,1,1
33,3,803,427,60,83,1,1,1
33,4,609,190,25,84,1,1,1
33,5,914,427,32,78,1,1,1
34,1,112,422,43,76,1,1,1
34,2,184,422,40,67,1,1,1
34,3,800,427,60,83,1,1,1
34,4,606,190,25,84,1,1,1
34,5,911,427,32,78,1,1,1
35,1,109,422,44,76,1,1,1
35,2,181,422,40,67,1,1,1
35,3,797,427,60,83,1,1,1
35,4,604,190,25,84,1,1,1
35,5,909,427,32,78,1,1,1
36,1,107,422,39,76,1,1,1
36,2,178,422,40,67,1,1,1
36,3,811,427,44,83,1,1,1
36,4,604,190,25,84,1,1,1
36,5,906,427,32,78,1,1,1
37,1,105,422,38,76,1,1,1
37,2,175,422,40,67,1,1,1
37,3,815,427,37,83,1,1,1
37,4,601,190,30,84,1,1,1
37,5,901,427,35,78,1,1,1
38,1,103,422,38,76,1,1,1
38,2,172,422,40,67,1,1,1
38,3,812,427,37,83,1,1,1
38,4,599,190,30,84,1,1,1
38,5,898,427,35,78,1,1,1
39,1,101,422,38,76,1,1,1
39,2,169,422,40,67,1,1,1
39,3,810,427,37,83,1,1,1
39,4,596,190,30,84,1,1,1
39,5,896,427,35,78,1,1,1
40,1,98,422,39,76,1,1,1
40,2,166,422,40,67,1,1,1
40,3,807,427,37,83,1,1,1
40,4,594,190,30,84,1,1,1
40,5,893,427,35,78,1,1,1
41,1,96,422,39,76,1,1,1
41,2,163,422,40,67,1,1,1
41,3,804,427,37,83,1,1,1
41,4,596,190,28,84,1,1,1
41,5,891,427,35,78,1,1,1
42,1,94,422,38,76,1,1,1
42,2,160,422,40,67,1,1,1
42,3,801,427,37,83,1,1,1
42,4,593,190,28,84,1,1,1
42,5,888,427,35,78,1,1,1
43,1,92,422,38,76,1,1,1
43,2,157,422,40,67,1,1,1
43,3,799,427,37,83,1,1,1
43,4,591,190,28,84,1,1,1
43,5,886,427,35,78,1,1,1
44,1,90,422,38,76,1,1,1
44,2,154,422,40,67,1,1,1
44,3,796,427,37,83,1,1,1
44,4,588,190,28,84,1,1,1
44,5,883,427,35,78,1,1,1
45,1,87,422,39,76,1,1,1
45,2,151,422,40,67,1,1,1
45,3,793,427,37,83,1,1,1
45,4,586,190,28,84,1,1,1
45,5,881,427,35,78,1,1,1
46,1,76,422,44,76,1,1,1
46,2,148,422,40,67,1,1,1
46,3,791,427,37,83,1,1,1
46,4,587,190,31,84,1,1,1
46,5,872,427,35,78,1,1,1
47,1,74,422,43,76,1,1,1
47,2,145,422,40,67,1,1,1
47,3,788,427,37,83,1,1,1
47,4,586,190,31,84,1,1,1
47,5,870,427,35,78,1,1,1
