1,1,195,71,21,22,1,1,1
1,2,52,91,27,24,1,1,1
1,3,135,32,27,23,1,1,1
1,4,47,38,31,15,1,1,1
1,5,209,13,15,19,1,1,1
1,6,120,110,28,27,1,1,1
1,7,163,120,50,40,1,1,1
2,4,48,38,30,15,1,1,1
2,2,52,91,27,24,1,1,1
2,6,121,110,27,27,1,1,1
2,3,134,32,29,23,1,1,1
2,7,163,120,50,40,1,1,1
2,1,195,71,21,22,1,1,1
2,5,209,13,15,19,1,1,1
3,4,48,38,31,14,1,1,1
3,2,53,91,27,24,1,1,1
3,6,121,110,28,27,1,1,1
3,3,136,31,27,23,1,1,1
3,7,164,119,50,41,1,1,1
3,1,196,70,21,22,1,1,1
3,5,210,13,15,18,1,1,1
4,4,49,37,30,15,1,1,1
4,2,53,90,27,24,1,1,1
4,6,122,110,27,27,1,1,1
4,3,137,30,26,24,1,1,1
4,7,165,120,49,39,1,1,1
4,1,196,71,22,21,1,1,1
4,5,210,13,16,19,1,1,1
5,4,49,36,31,15,1,1,1
5,2,53,89,27,24,1,1,1
5,6,122,109,27,27,1,1,1
5,3,137,30,27,23,1,1,1
5,7,164,119,50,40,1,1,1
5,1,196,70,22,22,1,1,1
5,5,211,12,15,19,1,1,1
6,4,49,36,31,15,1,1,1
6,2,53,89,27,24,1,1,1
6,6,122,109,27,27,1,1,1
6,3,136,30,28,23,1,1,1
6,7,164,119,50,40,1,1,1
6,1,196,70,22,22,1,1,1
6,5,211,12,15,19,1,1,1
7,4,49,36,30,15,1,1,1
7,2,53,89,27,24,1,1,1
7,6,121,108,28,27,1,1,1
7,3,137,30,26,23,1,1,1
7,7,164,119,50,40,1,1,1
7,1,196,70,21,22,1,1,1
7,5,210,12,16,19,1,1,1
8,4,48,36,31,15,1,1,1
8,2,52,89,27,24,1,1,1
8,6,121,108,27,28,1,1,1
8,3,136,30,27,23,1,1,1
8,7,163,119,50,40,1,1,1
8,1,195,70,22,22,1,1,1
8,5,210,12,15,19,1,1,1
9,4,47,36,31,15,1,1,1
9,2,52,89,26,24,1,1,1
9,6,120,109,27,27,1,1,1
9,3,135,30,27,23,1,1,1
9,7,163,119,49,40,1,1,1
9,1,195,70,21,22,1,1,1
9,5,209,12,16,19,1,1,1
10,4,46,37,31,14,1,1,1
10,2,50,90,27,24,1,1,1
10,6,118,109,28,27,1,1,1
10,3,134,31,27,23,1,1,1
10,7,162,120,49,40,1,1,1
10,1,194,71,21,22,1,1,1
10,5,209,13,15,19,1,1,1
11,4,45,36,31,15,1,1,1
11,2,49,90,27,24,1,1,1
11,6,117,109,27,27,1,1,1
11,3,132,31,28,22,1,1,1
11,7,160,120,50,40,1,1,1
11,1,193,71,21,22,1,1,1
11,5,208,13,15,19,1,1,1
12,4,44,37,30,15,1,1,1
12,2,48,90,26,24,1,1,1
12,6,115,110,28,27,1,1,1
12,3,132,30,27,25,1,1,1
12,7,159,120,50,40,1,1,1
12,1,191,71,22,22,1,1,1
12,5,206,13,16,19,1,1,1
13,4,42,37,30,15,1,1,1
13,2,46,90,26,24,1,1,1
13,6,113,109,28,28,1,1,1
13,3,130,31,27,23,1,1,1
13,7,157,120,50,40,1,1,1
13,1,189,71,22,22,1,1,1
13,5,205,13,16,19,1,1,1
14,4,40,37,31,15,1,1,1
14,2,44,90,26,24,1,1,1
14,6,111,110,28,27,1,1,1
14,3,127,31,28,24,1,1,1
14,7,155,121,50,40,1,1,1
14,1,187,72,22,21,1,1,1
14,5,203,13,16,19,1,1,1
15,1,186,71,22,22,1,1,1
15,2,42,89,26,25,1,1,1
15,3,126,31,27,23,1,1,1
15,4,39,36,30,15,1,1,1
15,5,202,13,15,19,1,1,1
15,6,109,109,28,28,1,1,1
15,7,153,121,50,39,1,1,1
15,8,239,153,1,6,1,1,1
16,4,38,36,29,15,1,1,1
16,2,40,89,26,24,1,1,1
16,6,107,110,28,27,1,1,1
16,3,124,31,28,23,1,1,1
16,7,150,122,52,39,1,1,1
16,1,184,72,22,22,1,1,1
16,5,201,14,16,19,1,1,1
16,8,237,150,2,13,1,1,1
17,4,36,36,30,15,1,1,1
17,2,39,89,26,24,1,1,1
17,6,105,110,28,27,1,1,1
17,3,122,31,29,24,1,1,1
17,7,148,122,52,39,1,1,1
17,1,182,72,22,22,1,1,1
17,5,199,14,16,19,1,1,1
17,8,235,148,5,18,1,1,1
18,4,34,37,30,15,1,1,1
18,2,36,90,26,24,1,1,1
18,6,103,111,27,27,1,1,1
18,3,120,32,28,23,1,1,1
18,7,146,123,52,39,1,1,1
18,1,180,73,22,22,1,1,1
18,5,198,14,15,19,1,1,1
18,8,234,147,6,20,1,1,1
19,4,32,37,30,15,1,1,1
19,2,34,90,26,24,1,1,1
19,6,101,111,27,27,1,1,1
19,3,118,32,28,23,1,1,1
19,7,144,123,51,39,1,1,1
19,1,178,73,22,22,1,1,1
19,5,196,14,15,19,1,1,1
19,8,232,145,8,23,1,1,1
20,4,30,37,30,15,1,1,1
20,2,33,90,25,24,1,1,1
20,6,98,111,28,27,1,1,1
20,3,116,32,28,23,1,1,1
20,7,141,123,53,40,1,1,1
20,1,176,73,22,23,1,1,1
20,5,194,15,16,19,1,1,1
20,8,230,145,10,23,1,1,1
21,1,174,74,22,22,1,1,1
21,2,31,90,25,24,1,1,1
21,3,114,32,28,24,1,1,1
21,4,28,37,30,15,1,1,1
21,5,192,15,16,19,1,1,1
21,6,96,111,28,27,1,1,1
21,7,139,124,52,39,1,1,1
21,8,228,145,12,24,1,1,1
21,9,238,65,2,8,1,1,1
22,4,27,38,29,15,1,1,1
22,2,29,91,25,24,1,1,1
22,6,94,112,27,27,1,1,1
22,3,111,32,29,24,1,1,1
22,7,137,124,52,40,1,1,1
22,1,172,74,23,22,1,1,1
22,5,191,15,15,19,1,1,1
22,8,227,145,13,24,1,1,1
22,9,237,66,3,12,1,1,1
23,4,25,38,29,15,1,1,1
23,2,27,91,25,24,1,1,1
23,6,92,112,27,27,1,1,1
23,3,109,32,29,24,1,1,1
23,7,135,124,53,40,1,1,1
23,1,170,74,23,22,1,1,1
23,5,189,14,15,20,1,1,1
23,8,225,145,15,24,1,1,1
23,9,235,65,5,15,1,1,1
24,4,23,38,29,15,1,1,1
24,2,25,91,25,24,1,1,1
24,6,90,112,27,27,1,1,1
24,3,108,31,28,25,1,1,1
24,7,133,124,53,39,1,1,1
24,1,168,73,23,23,1,1,1
24,5,187,14,16,19,1,1,1
24,8,224,145,16,24,1,1,1
24,9,234,65,6,15,1,1,1
25,4,22,37,28,15,1,1,1
25,2,23,90,25,24,1,1,1
25,6,88,111,27,27,1,1,1
25,3,107,31,27,23,1,1,1
25,7,131,124,53,39,1,1,1
25,1,166,73,23,22,1,1,1
25,5,185,14,17,19,1,1,1
25,8,222,145,18,24,1,1,1
25,9,232,64,8,16,1,1,1
26,4,20,37,28,15,1,1,1
26,2,21,90,25,24,1,1,1
26,6,85,111,28,27,1,1,1
26,3,104,32,29,22,1,1,1
26,7,129,123,53,40,1,1,1
26,1,164,73,24,22,1,1,1
26,5,184,13,16,20,1,1,1
26,8,221,146,19,24,1,1,1
26,9,231,64,9,16,1,1,1
